09:17:02.235 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
11:03:08.149 [restartedMain] INFO  c.u.j.r.DefaultLazyPropertyResolver - [lambda$new$2,35] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
11:03:08.151 [restartedMain] INFO  c.u.j.d.DefaultLazyPropertyDetector - [lambda$new$2,35] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
11:03:08.922 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-39001"]
11:03:08.923 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
11:03:08.923 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.63]
11:03:09.123 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
11:03:10.182 [restartedMain] INFO  c.u.j.e.DefaultLazyEncryptor - [lambda$new$2,37] - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
11:03:10.195 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
11:03:10.195 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
11:03:10.196 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
11:03:10.196 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
11:03:10.197 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
11:03:10.200 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
11:03:12.845 [restartedMain] INFO  c.a.d.p.DruidDataSource - [init,972] - {dataSource-1} inited
11:03:15.230 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1220] - Using default implementation for ThreadExecutor
11:03:15.245 [restartedMain] INFO  o.q.c.SchedulerSignalerImpl - [<init>,61] - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
11:03:15.245 [restartedMain] INFO  o.q.c.QuartzScheduler - [<init>,229] - Quartz Scheduler v.2.3.2 created.
11:03:15.247 [restartedMain] INFO  o.q.s.RAMJobStore - [initialize,155] - RAMJobStore initialized.
11:03:15.248 [restartedMain] INFO  o.q.c.QuartzScheduler - [initialize,294] - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

11:03:15.248 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1374] - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
11:03:15.248 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1378] - Quartz scheduler version: 2.3.2
11:03:15.249 [restartedMain] INFO  o.q.c.QuartzScheduler - [setJobFactory,2293] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@2cbeb425
11:03:18.633 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-39001"]
11:03:18.663 [restartedMain] INFO  c.u.j.c.RefreshScopeRefreshedEventListener - [onApplicationEvent,47] - Refreshing cached encryptable property sources on ServletWebServerInitializedEvent
11:03:18.664 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemProperties refreshed
11:03:18.664 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemEnvironment refreshed
11:03:18.664 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source random refreshed
11:03:18.664 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' refreshed
11:03:18.665 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' refreshed
11:03:18.665 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source devtools refreshed
11:03:18.665 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source class path resource [generator.yml] refreshed
11:03:18.665 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:03:18.665 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:03:18.665 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:03:18.666 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource servletContextInitParams [org.springframework.web.context.support.ServletContextPropertySource] to EncryptableEnumerablePropertySourceWrapper
11:03:20.007 [restartedMain] INFO  o.q.c.QuartzScheduler - [start,547] - Scheduler quartzScheduler_$_NON_CLUSTERED started.
11:03:20.020 [restartedMain] INFO  c.r.RuoYiApplication - [logStarted,61] - Started RuoYiApplication in 16.291 seconds (JVM running for 17.973)
11:04:13.857 [http-nio-39001-exec-2] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:07:18.070 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:07:18.473 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,666] - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
11:07:18.473 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:07:18.474 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,740] - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
11:07:18.474 [SpringApplicationShutdownHook] INFO  sys-user - [shutdownAsyncManager,28] - ====关闭后台任务任务线程池====
11:07:18.481 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2051] - {dataSource-1} closing ...
11:07:18.490 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2124] - {dataSource-1} closed
11:07:24.261 [restartedMain] INFO  c.r.RuoYiApplication - [logStarting,55] - Starting RuoYiApplication using Java 1.8.0_271 on DESKTOP-79UQ3BF with PID 2028 (D:\workspace\jgckServer\ruoyi-admin\target\classes started by Gu in D:\workspace\jgckServer)
11:07:24.266 [restartedMain] INFO  c.r.RuoYiApplication - [logStartupProfileInfo,686] - The following 1 profile is active: "dev"
11:07:24.271 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
11:07:27.381 [restartedMain] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - [postProcessBeanFactory,40] - Post-processing PropertySource instances
11:07:27.382 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:07:27.383 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:07:27.384 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletContextInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:07:27.385 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
11:07:27.386 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
11:07:27.387 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
11:07:27.387 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:07:27.387 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:07:27.387 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource devtools [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:07:27.387 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource class path resource [generator.yml] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
11:07:27.924 [restartedMain] INFO  c.u.j.f.DefaultLazyPropertyFilter - [lambda$new$2,31] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
11:07:27.935 [restartedMain] INFO  c.u.j.r.DefaultLazyPropertyResolver - [lambda$new$2,35] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
11:07:27.938 [restartedMain] INFO  c.u.j.d.DefaultLazyPropertyDetector - [lambda$new$2,35] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
11:07:28.684 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-39001"]
11:07:28.685 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
11:07:28.686 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.63]
11:07:28.874 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
11:07:29.935 [restartedMain] INFO  c.u.j.e.DefaultLazyEncryptor - [lambda$new$2,37] - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
11:07:29.948 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
11:07:29.949 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
11:07:29.950 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
11:07:29.951 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
11:07:29.951 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
11:07:29.954 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
11:07:32.589 [restartedMain] INFO  c.a.d.p.DruidDataSource - [init,972] - {dataSource-1} inited
11:07:34.987 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1220] - Using default implementation for ThreadExecutor
11:07:35.003 [restartedMain] INFO  o.q.c.SchedulerSignalerImpl - [<init>,61] - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
11:07:35.003 [restartedMain] INFO  o.q.c.QuartzScheduler - [<init>,229] - Quartz Scheduler v.2.3.2 created.
11:07:35.004 [restartedMain] INFO  o.q.s.RAMJobStore - [initialize,155] - RAMJobStore initialized.
11:07:35.005 [restartedMain] INFO  o.q.c.QuartzScheduler - [initialize,294] - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

11:07:35.006 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1374] - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
11:07:35.006 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1378] - Quartz scheduler version: 2.3.2
11:07:35.006 [restartedMain] INFO  o.q.c.QuartzScheduler - [setJobFactory,2293] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@1ec6317d
11:07:38.313 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-39001"]
11:07:38.344 [restartedMain] INFO  c.u.j.c.RefreshScopeRefreshedEventListener - [onApplicationEvent,47] - Refreshing cached encryptable property sources on ServletWebServerInitializedEvent
11:07:38.345 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemProperties refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemEnvironment refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source random refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source devtools refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source class path resource [generator.yml] refreshed
11:07:38.346 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:07:38.346 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:07:38.347 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:07:38.348 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource servletContextInitParams [org.springframework.web.context.support.ServletContextPropertySource] to EncryptableEnumerablePropertySourceWrapper
11:07:39.663 [restartedMain] INFO  o.q.c.QuartzScheduler - [start,547] - Scheduler quartzScheduler_$_NON_CLUSTERED started.
11:07:39.676 [restartedMain] INFO  c.r.RuoYiApplication - [logStarted,61] - Started RuoYiApplication in 16.015 seconds (JVM running for 17.743)
